Id,Lang,Title,Sentence_Text,Letters,Words,Num_Sentences,gulpease,flesch,gunning_fog
322,en,Secondo Pia’s Camera,"In this niche is displayed the camera that belonged to the lawyer from Asti, Secondo Pia, with which he took the first photographs of the Shroud on May 25 and 28, eighteen ninety-eight.
It is a device specially built for Pia by a Turin craftsman in order to take large-format photographs.",227,51,2,N/A,53.22,15.69
323,en,The Altar of the Shroud,"Photograph of the Shroud’s altar in the Cathedral during the exhibition of eighteen ninety-eight, taken by Secondo Pia.",98,18,1,N/A,28.77,18.31
324,en,Photographic Negative of the face,Enlargement of the face in photographic negative.,42,7,1,N/A,18.44,19.94
325,en,Artistic creations,"This niche displays several works by artists inspired by the face of the Man of the Shroud.
These are works produced from nineteen thirty-one to the present day.
At the center is the evocative work 'Resurrection' by the young contemporary Polish artist Bartosz Keska from Zakopane, which captures the moment of Christ's return to life, expressed by the intensely luminous silhouette that comes to life beneath the Shroud.",345,68,3,N/A,48.22,14.36
326,en,The beginning of scientific research on the Shroud,"The publication of the results of Pia's photographs caused a renewed interest in the Shroud, but also many controversies.",100,19,1,N/A,45.07,13.92
327,en,The formation of the impressions,The Shroud presents two types of impressions: bloodstains and body marks.,61,11,1,N/A,72.62,8.04
328,en,Helmet of thorny branches,"Reproduction of a helmet of thorny branches, which remains the most credited hypothesis for the Crown of Thorns in the narrative.",107,21,1,N/A,40.49,16.02
329,en,Detail of the face,"One can recognize the fracture of the nose and a hematoma on the right cheekbone.
On the forehead, blood flows are evident, caused by a helmet of thorny branches, like the one displayed alongside.",158,34,2,N/A,57.7,13.86
330,en,Objects related to the photography of the Shroud by Secondo Pia,"Secondo Pia, born in 1855 and died in nineteen forty-one, was one of the greatest photographers of the nineteenth century.",95,20,1,N/A,46.95,16.0
331,en,"Conservation of the Shroud, June/July 2002",This display case documents the operations for the conservation of the Shroud carried out in June-July two thousand and two.,103,20,1,N/A,42.72,16.0
332,en,Detail of the hands,"On the left wrist, a trickle of blood is visible, having flowed from a wound caused by the penetration of a nail.
Displayed alongside are three eighteenth-century nails reconstructed in imitation of those used for crucifixions in Roman times, forged probably including some fragments of nails believed to be original, as shown by the hanging seals.",286,56,2,N/A,40.94,18.34
333,en,Conservation operations in the 2000s,Conservation operations in the two thousands.,39,6,1,N/A,17.45,15.73
334,en,C14 Radiocarbon dating,"On April 21, 1988, fabric samples were taken from the Shroud to be subjected to dating using the radiocarbon method at the laboratories of Oxford, Zurich, and Tucson.",128,28,1,N/A,39.43,15.49
335,en,Image processing,Studies of the image of the Shroud with the aid of computers are represented.,63,14,1,N/A,65.73,11.31
336,en,The study of the various traces present on the Shroud,"This display case illustrates the study of the various traces present on the Shroud.
Some marks are due to burns, wax, and water.
Other traces derive from the contact of the sheet with the body, such as blood, serum, and skin cells.
Furthermore, the preservative substances used are analyzed, including aloe and myrrh.
Finally, the dust that has deposited on the fabric over the centuries is examined.",322,67,5,N/A,56.86,11.93
337,en,Reconstruction of a loom of the period,Reconstruction of a loom of the period.,32,7,1,N/A,66.79,8.51
338,en,Reconstruction of the Tomb,"Scale reconstruction of a first-century Jewish tomb, set against a floor plan of the Basilica of the Holy Sepulchre in Jerusalem during the Crusader period.",129,25,1,N/A,25.8,19.6
339,en,Blessed Sebastiano Valfrè,Blessed Sebastiano Valfrè.,23,3,1,N/A,34.59,14.53
340,en,Saint Francis de Sales,Saint Francis de Sales.,19,4,1,N/A,75.88,1.6
341,en,Pope Pius VII,Pope Pius Seventh.,15,3,1,N/A,62.79,1.2
342,en,The fabrics,"In this display case, you can see some fragments of the fabrics that protected the Shroud over time inside the chest in which it was kept, distributed as 'contact' relics and accompanied by an authentication certificate testifying to their actual contact with the Shroud.
Certain objects that came into contact with the Cloth, such as one of the pins used to secure the Shroud during the 1868 exhibition displayed here, were also religiously preserved and passed down.",380,77,2,N/A,33.72,20.08
343,en,The 1:1 reproduction,One-to-one scale copy of the Shroud on canvas: details can be appreciated in a way very close to direct observation.,93,20,1,N/A,34.26,14.0
344,en,The journey of the Shroud,"In the reconstruction of the Shroud's history, the passages from Jerusalem to Edessa (now Sanliurfa in Turkey), and from there to Constantinople and Athens in Greece during the period of the Latin Empire of the East, are currently hypothetical.
While those from Lirey, France, to Chambéry, Savoy, and to Turin are precisely documented.
In the following display cases, you can follow the development of these routes.",336,66,3,N/A,34.53,17.89
345,en,The 18th-century reliquaries,"Two eighteenth-century reliquaries containing a small thread of the Shroud along with others containing fabrics that came into contact with the sacred Cloth.
In fifteen hundred and six, Pope Julius II granted public cult of the Shroud, fixing its feast day on May 4 and approving the Mass and Office, the text of which—in a seventeenth-century edition—is displayed in this case.",308,61,2,N/A,38.58,17.45
346,en,Sainte-Chapelle of Chambéry,"In 1453, the last descendant of Geoffroy de Charny, Marguerite, cedes the Shroud to the House of Savoy.",78,18,1,N/A,61.67,13.87
347,en,The Mandylion and the Shroud,"Regarding the oldest period of the Shroud's history, a hypothesis still being studied today identifies the Shroud of Turin with the Mandylion of Edessa, a small cloth known since the 4th century in the East containing the image, believed to be miraculously imprinted, of the face of Christ.",236,48,1,N/A,13.59,29.2
348,en,The mystery of the first millennium of the Shroud,"One of the historical problems on which research focuses concerns the possible events of the Shroud in the first millennium.
If the Shroud can be identified with the Mandylion of Edessa, then it would have been transferred to Constantinople in nine hundred and forty-four, and from there, through unclear routes, it would have reached Europe.
This display case contains some objects and documents that could support this thesis.",353,68,3,N/A,49.46,15.54
349,en,The 1858 chest,"In 1578, Emmanuel Philibert of Savoy, after moving the political and administrative center of the State from Chambéry to Turin, also wanted to bring the religious palladium of the dynasty, the Shroud.
The Cloth made the journey folded several times inside this small wooden chest, which in ancient times must have been covered with precious scales, perhaps mother-of-pearl and tortoiseshell.",318,60,2,N/A,31.16,18.0
350,en,Exhibitions from the 1500s to the 1700s,"With the granting of the official cult of the Shroud by Pope Julius II in fifteen hundred and six, which fixed the feast day for May 4, the fame and devotion toward the relic grew, also as a consequence of the periodic exhibitions held in Chambéry.",198,46,1,N/A,38.76,22.75
351,en,Images of devotion,"The seventeenth and eighteenth centuries are the centuries in which devotion to the Shroud developed most extensively.
Numerous representations were produced and circulated.",149,23,2,N/A,18.61,20.25
352,en,The sketch for the altarpiece,"In 1735, the construction of the church of the Confraternity of the Most Holy Shroud, located above this crypt, was completed.",98,21,1,N/A,52.58,16.02
353,en,Texts on the Shroud from the 1500s to the 1600s,"Between the sixteenth and seventeenth centuries, more than 100 texts entirely dedicated to or otherwise dealing with the Shroud were written and published.",128,23,1,N/A,32.68,19.63
354,en,Exhibitions of the 1800s,"From the second half of the eighteenth century, exhibitions began to become rarer.
In the nineteenth century, after the reign of Charles Felix, exhibitions became even rarer, occurring only for dynastic weddings.",175,32,2,N/A,34.61,13.9
355,en,Acheiropoieta images,"The Shroud is not the only image of Christ to have been an object of devotion in Europe since the Middle Ages.
From the Veronica to the Mandylion to the Shroud of Besançon, other venerated images believed to be of Christ are remembered through the centuries.
Of all of them, the only one that has stood the test of critical scrutiny due to its unique characteristics is the Shroud of Turin.",315,71,3,N/A,54.13,15.66
356,en,The Deposition from the Cross,"In this display case, you can admire a beautiful depiction of the Deposition from the Cross with the exhibition of the Shroud.
On the sides, in monochrome, are the instruments of the Passion presented by angels.
It is a work from the beginning of the seventeenth century painted on silk by Giovanni Battista Della Rovere.
The iconography of the burial in the Shroud, of which you have already seen an enlargement.",335,71,4,N/A,45.83,16.68
357,en,The Confraternity of the Holy Shroud,"The purpose of the Confraternity, the creator of the Museum, has been since its origins to spread the cult and knowledge of the Shroud.",109,24,1,N/A,59.1,14.6
358,en,The chest where the Shroud was kept,"In the glass case, you can observe the precious wooden chest, covered with silver leaf and studded with semi-precious stones and enamels, in which the Shroud was kept rolled up from the end of the 16th century until nineteen ninety-eight.
The lid is made of wood covered with fabric.
It is a precious work commissioned by the House of Savoy, which over time has undergone some additions and modifications that, however, have not altered its original layout.
Below the case are displayed the accessories used for the conservation of the Shroud inside the chest, which were removed when the new conservation system was adopted.
The silk-covered wooden roller on which the sheet was rolled and the pads that were inserted between the roller and the fabric are visible.",621,128,5,N/A,51.31,15.55
359,en,Exhibitions of the 1900s,"Seven solemn exhibitions have been held from the twentieth century to the present.
The first took place in 1931, on the occasion of the wedding of the future King Umberto II.
In 1933, another followed to celebrate the Holy Year of Redemption.
In 1973, a televised exhibition was held instead.
In 1978, the event commemorated the four-hundredth anniversary of the Shroud's arrival in Turin.
The 1998 exhibition commemorated several anniversaries of Piedmontese religious history and the centenary of the first photograph of the Cloth.
In 2000, the Great Jubilee was celebrated, and finally, the list concludes with the exhibition of 2010.",493,101,7,N/A,41.42,16.07
360,en,The new conservation case,One can see how the Shroud is preserved laid flat in a large controlled-atmosphere case.,72,15,1,N/A,61.89,8.67
361,en,The body of the Man of the Shroud,The statue was created in nineteen ninety-eight by the sculptor Luigi Mattei.,64,12,1,N/A,32.5,14.8
362,en,Secondo Pia’s Camera,"In this niche is displayed the camera that belonged to the lawyer from Asti, Secondo Pia, with which he took the first photographs of the Shroud on May 25 and 28, eighteen ninety-eight.
It is a device specially built for Pia by a Turin craftsman in order to take large-format photographs.",227,51,2,N/A,53.22,15.69
363,en,The Altar of the Shroud,"Photograph of the Shroud’s altar in the Cathedral during the exhibition of eighteen ninety-eight, taken by Secondo Pia.",98,18,1,N/A,28.77,18.31
364,en,Photographic Negative of the face,Enlargement of the face in photographic negative.,42,7,1,N/A,18.44,19.94
365,en,Artistic creations,"This niche displays several works by artists inspired by the face of the Man of the Shroud.
These are works produced from nineteen thirty-one to the present day.
At the center is the evocative work 'Resurrection' by the young contemporary Polish artist Bartosz Keska from Zakopane, which captures the moment of Christ's return to life, expressed by the intensely luminous silhouette that comes to life beneath the Shroud.",345,68,3,N/A,48.22,14.36
366,en,The beginning of scientific research on the Shroud,"The publication of the results of Pia's photographs caused a renewed interest in the Shroud, but also many controversies.",100,19,1,N/A,45.07,13.92
367,en,The formation of the impressions,The Shroud presents two types of impressions: bloodstains and body marks.,61,11,1,N/A,72.62,8.04
368,en,Helmet of thorny branches,"Reproduction of a helmet of thorny branches, which remains the most credited hypothesis for the Crown of Thorns in the narrative.",107,21,1,N/A,40.49,16.02
369,en,Detail of the face,"One can recognize the fracture of the nose and a hematoma on the right cheekbone.
On the forehead, blood flows are evident, caused by a helmet of thorny branches, like the one displayed alongside.",158,34,2,N/A,57.7,13.86
370,en,Objects related to the photography of the Shroud by Secondo Pia,"Secondo Pia, born in 1855 and died in nineteen forty-one, was one of the greatest photographers of the nineteenth century.",95,20,1,N/A,46.95,16.0
371,en,"Conservation of the Shroud, June/July 2002",This display case documents the operations for the conservation of the Shroud carried out in June-July two thousand and two.,103,20,1,N/A,42.72,16.0
372,en,Detail of the hands,"On the left wrist, a trickle of blood is visible, having flowed from a wound caused by the penetration of a nail.
Displayed alongside are three eighteenth-century nails reconstructed in imitation of those used for crucifixions in Roman times, forged probably including some fragments of nails believed to be original, as shown by the hanging seals.",286,56,2,N/A,40.94,18.34
373,en,Conservation operations in the 2000s,Conservation operations in the two thousands.,39,6,1,N/A,17.45,15.73
374,en,C14 Radiocarbon dating,"On April 21, 1988, fabric samples were taken from the Shroud to be subjected to dating using the radiocarbon method at the laboratories of Oxford, Zurich, and Tucson.",128,28,1,N/A,39.43,15.49
375,en,Image processing,Studies of the image of the Shroud with the aid of computers are represented.,63,14,1,N/A,65.73,11.31
376,en,The study of the various traces present on the Shroud,"This display case illustrates the study of the various traces present on the Shroud.
Some marks are due to burns, wax, and water.
Other traces derive from the contact of the sheet with the body, such as blood, serum, and skin cells.
Furthermore, the preservative substances used are analyzed, including aloe and myrrh.
Finally, the dust that has deposited on the fabric over the centuries is examined.",322,67,5,N/A,56.86,11.93
377,en,Reconstruction of a loom of the period,Reconstruction of a loom of the period.,32,7,1,N/A,66.79,8.51
378,en,Reconstruction of the Tomb,"Scale reconstruction of a first-century Jewish tomb, set against a floor plan of the Basilica of the Holy Sepulchre in Jerusalem during the Crusader period.",129,25,1,N/A,25.8,19.6
379,en,Blessed Sebastiano Valfrè,Blessed Sebastiano Valfrè.,23,3,1,N/A,34.59,14.53
380,en,Saint Francis de Sales,Saint Francis de Sales.,19,4,1,N/A,75.88,1.6
381,en,Pope Pius VII,Pope Pius Seventh.,15,3,1,N/A,62.79,1.2
382,en,The fabrics,"In this display case, you can see some fragments of the fabrics that protected the Shroud over time inside the chest in which it was kept, distributed as 'contact' relics and accompanied by an authentication certificate testifying to their actual contact with the Shroud.
Certain objects that came into contact with the Cloth, such as one of the pins used to secure the Shroud during the 1868 exhibition displayed here, were also religiously preserved and passed down.",380,77,2,N/A,33.72,20.08
383,en,The 1:1 reproduction,One-to-one scale copy of the Shroud on canvas: details can be appreciated in a way very close to direct observation.,93,20,1,N/A,34.26,14.0
384,en,The journey of the Shroud,"In the reconstruction of the Shroud's history, the passages from Jerusalem to Edessa (now Sanliurfa in Turkey), and from there to Constantinople and Athens in Greece during the period of the Latin Empire of the East, are currently hypothetical.
While those from Lirey, France, to Chambéry, Savoy, and to Turin are precisely documented.
In the following display cases, you can follow the development of these routes.",336,66,3,N/A,34.53,17.89
385,en,The 18th-century reliquaries,"Two eighteenth-century reliquaries containing a small thread of the Shroud along with others containing fabrics that came into contact with the sacred Cloth.
In fifteen hundred and six, Pope Julius II granted public cult of the Shroud, fixing its feast day on May 4 and approving the Mass and Office, the text of which—in a seventeenth-century edition—is displayed in this case.",308,61,2,N/A,38.58,17.45
386,en,Sainte-Chapelle of Chambéry,"In 1453, the last descendant of Geoffroy de Charny, Marguerite, cedes the Shroud to the House of Savoy.",78,18,1,N/A,61.67,13.87
387,en,The Mandylion and the Shroud,"Regarding the oldest period of the Shroud's history, a hypothesis still being studied today identifies the Shroud of Turin with the Mandylion of Edessa, a small cloth known since the 4th century in the East containing the image, believed to be miraculously imprinted, of the face of Christ.",236,48,1,N/A,13.59,29.2
388,en,The mystery of the first millennium of the Shroud,"One of the historical problems on which research focuses concerns the possible events of the Shroud in the first millennium.
If the Shroud can be identified with the Mandylion of Edessa, then it would have been transferred to Constantinople in nine hundred and forty-four, and from there, through unclear routes, it would have reached Europe.
This display case contains some objects and documents that could support this thesis.",353,68,3,N/A,49.46,15.54
389,en,The 1858 chest,"In 1578, Emmanuel Philibert of Savoy, after moving the political and administrative center of the State from Chambéry to Turin, also wanted to bring the religious palladium of the dynasty, the Shroud.
The Cloth made the journey folded several times inside this small wooden chest, which in ancient times must have been covered with precious scales, perhaps mother-of-pearl and tortoiseshell.",318,60,2,N/A,31.16,18.0
390,en,Exhibitions from the 1500s to the 1700s,"With the granting of the official cult of the Shroud by Pope Julius II in fifteen hundred and six, which fixed the feast day for May 4, the fame and devotion toward the relic grew, also as a consequence of the periodic exhibitions held in Chambéry.",198,46,1,N/A,38.76,22.75
391,en,Images of devotion,"The seventeenth and eighteenth centuries are the centuries in which devotion to the Shroud developed most extensively.
Numerous representations were produced and circulated.",149,23,2,N/A,18.61,20.25
392,en,The sketch for the altarpiece,"In 1735, the construction of the church of the Confraternity of the Most Holy Shroud, located above this crypt, was completed.",98,21,1,N/A,52.58,16.02
393,en,Texts on the Shroud from the 1500s to the 1600s,"Between the sixteenth and seventeenth centuries, more than 100 texts entirely dedicated to or otherwise dealing with the Shroud were written and published.",128,23,1,N/A,32.68,19.63
394,en,Exhibitions of the 1800s,"From the second half of the eighteenth century, exhibitions began to become rarer.
In the nineteenth century, after the reign of Charles Felix, exhibitions became even rarer, occurring only for dynastic weddings.",175,32,2,N/A,34.61,13.9
395,en,Acheiropoieta images,"The Shroud is not the only image of Christ to have been an object of devotion in Europe since the Middle Ages.
From the Veronica to the Mandylion to the Shroud of Besançon, other venerated images believed to be of Christ are remembered through the centuries.
Of all of them, the only one that has stood the test of critical scrutiny due to its unique characteristics is the Shroud of Turin.",315,71,3,N/A,54.13,15.66
396,en,The Deposition from the Cross,"In this display case, you can admire a beautiful depiction of the Deposition from the Cross with the exhibition of the Shroud.
On the sides, in monochrome, are the instruments of the Passion presented by angels.
It is a work from the beginning of the seventeenth century painted on silk by Giovanni Battista Della Rovere.
The iconography of the burial in the Shroud, of which you have already seen an enlargement.",335,71,4,N/A,45.83,16.68
397,en,The Confraternity of the Holy Shroud,"The purpose of the Confraternity, the creator of the Museum, has been since its origins to spread the cult and knowledge of the Shroud.",109,24,1,N/A,59.1,14.6
398,en,The chest where the Shroud was kept,"In the glass case, you can observe the precious wooden chest, covered with silver leaf and studded with semi-precious stones and enamels, in which the Shroud was kept rolled up from the end of the 16th century until nineteen ninety-eight.
The lid is made of wood covered with fabric.
It is a precious work commissioned by the House of Savoy, which over time has undergone some additions and modifications that, however, have not altered its original layout.
Below the case are displayed the accessories used for the conservation of the Shroud inside the chest, which were removed when the new conservation system was adopted.
The silk-covered wooden roller on which the sheet was rolled and the pads that were inserted between the roller and the fabric are visible.",621,128,5,N/A,51.31,15.55
399,en,Exhibitions of the 1900s,"Seven solemn exhibitions have been held from the twentieth century to the present.
The first took place in 1931, on the occasion of the wedding of the future King Umberto II.
In 1933, another followed to celebrate the Holy Year of Redemption.
In 1973, a televised exhibition was held instead.
In 1978, the event commemorated the four-hundredth anniversary of the Shroud's arrival in Turin.
The 1998 exhibition commemorated several anniversaries of Piedmontese religious history and the centenary of the first photograph of the Cloth.
In 2000, the Great Jubilee was celebrated, and finally, the list concludes with the exhibition of 2010.",493,101,7,N/A,41.42,16.07
400,en,The new conservation case,One can see how the Shroud is preserved laid flat in a large controlled-atmosphere case.,72,15,1,N/A,61.89,8.67
401,en,The body of the Man of the Shroud,The statue was created in nineteen ninety-eight by the sculptor Luigi Mattei.,64,12,1,N/A,32.5,14.8
402,en,Secondo Pia’s Camera,"In this niche is displayed the camera that belonged to the lawyer from Asti, Secondo Pia, with which he took the first photographs of the Shroud on May 25 and 28, eighteen ninety-eight.
It is a device specially built for Pia by a Turin craftsman in order to take large-format photographs.",227,51,2,N/A,53.22,15.69
403,en,The Altar of the Shroud,"Photograph of the Shroud’s altar in the Cathedral during the exhibition of eighteen ninety-eight, taken by Secondo Pia.",98,18,1,N/A,28.77,18.31
404,en,Photographic Negative of the face,Enlargement of the face in photographic negative.,42,7,1,N/A,18.44,19.94
405,en,Artistic creations,"This niche displays several works by artists inspired by the face of the Man of the Shroud.
These are works produced from nineteen thirty-one to the present day.
At the center is the evocative work 'Resurrection' by the young contemporary Polish artist Bartosz Keska from Zakopane, which captures the moment of Christ's return to life, expressed by the intensely luminous silhouette that comes to life beneath the Shroud.",345,68,3,N/A,48.22,14.36
406,en,The beginning of scientific research on the Shroud,"The publication of the results of Pia's photographs caused a renewed interest in the Shroud, but also many controversies.",100,19,1,N/A,45.07,13.92
407,en,The formation of the impressions,The Shroud presents two types of impressions: bloodstains and body marks.,61,11,1,N/A,72.62,8.04
408,en,Helmet of thorny branches,"Reproduction of a helmet of thorny branches, which remains the most credited hypothesis for the Crown of Thorns in the narrative.",107,21,1,N/A,40.49,16.02
409,en,Detail of the face,"One can recognize the fracture of the nose and a hematoma on the right cheekbone.
On the forehead, blood flows are evident, caused by a helmet of thorny branches, like the one displayed alongside.",158,34,2,N/A,57.7,13.86
410,en,Objects related to the photography of the Shroud by Secondo Pia,"Secondo Pia, born in 1855 and died in nineteen forty-one, was one of the greatest photographers of the nineteenth century.",95,20,1,N/A,46.95,16.0
411,en,"Conservation of the Shroud, June/July 2002",This display case documents the operations for the conservation of the Shroud carried out in June-July two thousand and two.,103,20,1,N/A,42.72,16.0
412,en,Detail of the hands,"On the left wrist, a trickle of blood is visible, having flowed from a wound caused by the penetration of a nail.
Displayed alongside are three eighteenth-century nails reconstructed in imitation of those used for crucifixions in Roman times, forged probably including some fragments of nails believed to be original, as shown by the hanging seals.",286,56,2,N/A,40.94,18.34
413,en,Conservation operations in the 2000s,Conservation operations in the two thousands.,39,6,1,N/A,17.45,15.73
414,en,C14 Radiocarbon dating,"On April 21, 1988, fabric samples were taken from the Shroud to be subjected to dating using the radiocarbon method at the laboratories of Oxford, Zurich, and Tucson.",128,28,1,N/A,39.43,15.49
415,en,Image processing,Studies of the image of the Shroud with the aid of computers are represented.,63,14,1,N/A,65.73,11.31
416,en,The study of the various traces present on the Shroud,"This display case illustrates the study of the various traces present on the Shroud.
Some marks are due to burns, wax, and water.
Other traces derive from the contact of the sheet with the body, such as blood, serum, and skin cells.
Furthermore, the preservative substances used are analyzed, including aloe and myrrh.
Finally, the dust that has deposited on the fabric over the centuries is examined.",322,67,5,N/A,56.86,11.93
417,en,Reconstruction of a loom of the period,Reconstruction of a loom of the period.,32,7,1,N/A,66.79,8.51
418,en,Reconstruction of the Tomb,"Scale reconstruction of a first-century Jewish tomb, set against a floor plan of the Basilica of the Holy Sepulchre in Jerusalem during the Crusader period.",129,25,1,N/A,25.8,19.6
419,en,Blessed Sebastiano Valfrè,Blessed Sebastiano Valfrè.,23,3,1,N/A,34.59,14.53
420,en,Saint Francis de Sales,Saint Francis de Sales.,19,4,1,N/A,75.88,1.6
421,en,Pope Pius VII,Pope Pius Seventh.,15,3,1,N/A,62.79,1.2
422,en,The fabrics,"In this display case, you can see some fragments of the fabrics that protected the Shroud over time inside the chest in which it was kept, distributed as 'contact' relics and accompanied by an authentication certificate testifying to their actual contact with the Shroud.
Certain objects that came into contact with the Cloth, such as one of the pins used to secure the Shroud during the 1868 exhibition displayed here, were also religiously preserved and passed down.",380,77,2,N/A,33.72,20.08
423,en,The 1:1 reproduction,One-to-one scale copy of the Shroud on canvas: details can be appreciated in a way very close to direct observation.,93,20,1,N/A,34.26,14.0
424,en,The journey of the Shroud,"In the reconstruction of the Shroud's history, the passages from Jerusalem to Edessa (now Sanliurfa in Turkey), and from there to Constantinople and Athens in Greece during the period of the Latin Empire of the East, are currently hypothetical.
While those from Lirey, France, to Chambéry, Savoy, and to Turin are precisely documented.
In the following display cases, you can follow the development of these routes.",336,66,3,N/A,34.53,17.89
425,en,The 18th-century reliquaries,"Two eighteenth-century reliquaries containing a small thread of the Shroud along with others containing fabrics that came into contact with the sacred Cloth.
In fifteen hundred and six, Pope Julius II granted public cult of the Shroud, fixing its feast day on May 4 and approving the Mass and Office, the text of which—in a seventeenth-century edition—is displayed in this case.",308,61,2,N/A,38.58,17.45
426,en,Sainte-Chapelle of Chambéry,"In 1453, the last descendant of Geoffroy de Charny, Marguerite, cedes the Shroud to the House of Savoy.",78,18,1,N/A,61.67,13.87
427,en,The Mandylion and the Shroud,"Regarding the oldest period of the Shroud's history, a hypothesis still being studied today identifies the Shroud of Turin with the Mandylion of Edessa, a small cloth known since the 4th century in the East containing the image, believed to be miraculously imprinted, of the face of Christ.",236,48,1,N/A,13.59,29.2
428,en,The mystery of the first millennium of the Shroud,"One of the historical problems on which research focuses concerns the possible events of the Shroud in the first millennium.
If the Shroud can be identified with the Mandylion of Edessa, then it would have been transferred to Constantinople in nine hundred and forty-four, and from there, through unclear routes, it would have reached Europe.
This display case contains some objects and documents that could support this thesis.",353,68,3,N/A,49.46,15.54
429,en,The 1858 chest,"In 1578, Emmanuel Philibert of Savoy, after moving the political and administrative center of the State from Chambéry to Turin, also wanted to bring the religious palladium of the dynasty, the Shroud.
The Cloth made the journey folded several times inside this small wooden chest, which in ancient times must have been covered with precious scales, perhaps mother-of-pearl and tortoiseshell.",318,60,2,N/A,31.16,18.0
430,en,Exhibitions from the 1500s to the 1700s,"With the granting of the official cult of the Shroud by Pope Julius II in fifteen hundred and six, which fixed the feast day for May 4, the fame and devotion toward the relic grew, also as a consequence of the periodic exhibitions held in Chambéry.",198,46,1,N/A,38.76,22.75
431,en,Images of devotion,"The seventeenth and eighteenth centuries are the centuries in which devotion to the Shroud developed most extensively.
Numerous representations were produced and circulated.",149,23,2,N/A,18.61,20.25
432,en,The sketch for the altarpiece,"In 1735, the construction of the church of the Confraternity of the Most Holy Shroud, located above this crypt, was completed.",98,21,1,N/A,52.58,16.02
433,en,Texts on the Shroud from the 1500s to the 1600s,"Between the sixteenth and seventeenth centuries, more than 100 texts entirely dedicated to or otherwise dealing with the Shroud were written and published.",128,23,1,N/A,32.68,19.63
434,en,Exhibitions of the 1800s,"From the second half of the eighteenth century, exhibitions began to become rarer.
In the nineteenth century, after the reign of Charles Felix, exhibitions became even rarer, occurring only for dynastic weddings.",175,32,2,N/A,34.61,13.9
435,en,Acheiropoieta images,"The Shroud is not the only image of Christ to have been an object of devotion in Europe since the Middle Ages.
From the Veronica to the Mandylion to the Shroud of Besançon, other venerated images believed to be of Christ are remembered through the centuries.
Of all of them, the only one that has stood the test of critical scrutiny due to its unique characteristics is the Shroud of Turin.",315,71,3,N/A,54.13,15.66
436,en,The Deposition from the Cross,"In this display case, you can admire a beautiful depiction of the Deposition from the Cross with the exhibition of the Shroud.
On the sides, in monochrome, are the instruments of the Passion presented by angels.
It is a work from the beginning of the seventeenth century painted on silk by Giovanni Battista Della Rovere.
The iconography of the burial in the Shroud, of which you have already seen an enlargement.",335,71,4,N/A,45.83,16.68
437,en,The Confraternity of the Holy Shroud,"The purpose of the Confraternity, the creator of the Museum, has been since its origins to spread the cult and knowledge of the Shroud.",109,24,1,N/A,59.1,14.6
438,en,The chest where the Shroud was kept,"In the glass case, you can observe the precious wooden chest, covered with silver leaf and studded with semi-precious stones and enamels, in which the Shroud was kept rolled up from the end of the 16th century until nineteen ninety-eight.
The lid is made of wood covered with fabric.
It is a precious work commissioned by the House of Savoy, which over time has undergone some additions and modifications that, however, have not altered its original layout.
Below the case are displayed the accessories used for the conservation of the Shroud inside the chest, which were removed when the new conservation system was adopted.
The silk-covered wooden roller on which the sheet was rolled and the pads that were inserted between the roller and the fabric are visible.",621,128,5,N/A,51.31,15.55
439,en,Exhibitions of the 1900s,"Seven solemn exhibitions have been held from the twentieth century to the present.
The first took place in 1931, on the occasion of the wedding of the future King Umberto II.
In 1933, another followed to celebrate the Holy Year of Redemption.
In 1973, a televised exhibition was held instead.
In 1978, the event commemorated the four-hundredth anniversary of the Shroud's arrival in Turin.
The 1998 exhibition commemorated several anniversaries of Piedmontese religious history and the centenary of the first photograph of the Cloth.
In 2000, the Great Jubilee was celebrated, and finally, the list concludes with the exhibition of 2010.",493,101,7,N/A,41.42,16.07
440,en,The new conservation case,One can see how the Shroud is preserved laid flat in a large controlled-atmosphere case.,72,15,1,N/A,61.89,8.67
441,en,The body of the Man of the Shroud,The statue was created in nineteen ninety-eight by the sculptor Luigi Mattei.,64,12,1,N/A,32.5,14.8
442,en,Secondo Pia’s Camera,"In this niche is displayed the camera that belonged to the lawyer from Asti, Secondo Pia, with which he took the first photographs of the Shroud on May 25 and 28, eighteen ninety-eight.
It is a device specially built for Pia by a Turin craftsman in order to take large-format photographs.",227,51,2,N/A,53.22,15.69
443,en,The Altar of the Shroud,"Photograph of the Shroud’s altar in the Cathedral during the exhibition of eighteen ninety-eight, taken by Secondo Pia.",98,18,1,N/A,28.77,18.31
444,en,Photographic Negative of the face,Enlargement of the face in photographic negative.,42,7,1,N/A,18.44,19.94
445,en,Artistic creations,"This niche displays several works by artists inspired by the face of the Man of the Shroud.
These are works produced from nineteen thirty-one to the present day.
At the center is the evocative work 'Resurrection' by the young contemporary Polish artist Bartosz Keska from Zakopane, which captures the moment of Christ's return to life, expressed by the intensely luminous silhouette that comes to life beneath the Shroud.",345,68,3,N/A,48.22,14.36
446,en,The beginning of scientific research on the Shroud,"The publication of the results of Pia's photographs caused a renewed interest in the Shroud, but also many controversies.",100,19,1,N/A,45.07,13.92
447,en,The formation of the impressions,The Shroud presents two types of impressions: bloodstains and body marks.,61,11,1,N/A,72.62,8.04
448,en,Helmet of thorny branches,"Reproduction of a helmet of thorny branches, which remains the most credited hypothesis for the Crown of Thorns in the narrative.",107,21,1,N/A,40.49,16.02
